book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title
6957,18228202,18228202,25663814,21,1414368186,9.78141E+12,Francine Rivers,2014,Bridge to Haven,Bridge to Haven
6958,16071736,20166980,21865739,31,030795871X,9.78031E+12,J. Courtney Sullivan,2013,The Engagements,The Engagements
6959,13168,13168,1245146,46,590664875,9.78059E+12,Beverly Cleary,1970,Runaway Ralph,"Runaway Ralph (Ralph S. Mouse, #2)"
6960,13640229,13640229,19254508,8,,9.7813E+12,Kristen Ashley,2012,Creed,"Creed (Unfinished Hero, #2)"
6961,2142,2142,54935,29,849945119,9.78085E+12,Ted Dekker,2002,Blink,Blink
6962,27213121,27213121,47255119,53,006232022X,9.78006E+12,Daniel Silva,2016,The Black Widow,"The Black Widow (Gabriel Allon, #16)"
6963,434764,434764,862892,9,1570089264,9.78157E+12,Stephen E. Robinson,1992,Believing Christ: The Parable of the Bicycle and Other Good News,Believing Christ: The Parable of the Bicycle and Other Good News
6964,10586539,10586539,15493868,31,,,Amanda Hocking,2012,Wake (Watersong #1),Wake (Watersong #1)
6965,25316313,25316313,41421218,7,,,Loreth Anne White,2015,,A Dark Lure
6966,17994,17994,1031975,64,385495323,9.78039E+12,Simon Singh,1999,"The Code Book. How to Make It, Break It, Hack It, Crack It",The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography
6967,67513,67513,65477,29,451460936,9.78045E+12,Karen Chance,2006,Touch the Dark,"Touch the Dark (Cassandra Palmer, #1)"
6968,11286,11286,909623,38,446359203,9.78045E+12,Dan Simmons,1989,Carrion Comfort,Carrion Comfort
6969,9858714,9858714,14749921,9,,,Lori Brighton,2010,The Mind Readers,"The Mind Readers (Mind Readers, #1)"
6970,815150,815150,1676569,38,044024417X,9.78044E+12,Karen Marie Moning,2000,The Highlander's Touch ,"The Highlander's Touch (Highlander, #3)"
6971,13331199,13331199,18538901,12,030759565X,9.78031E+12,Deb Perelman,2012,,The Smitten Kitchen Cookbook
6972,353342,353342,1374812,33,786816589,9.78079E+12,Avi,2002,Crispin: The Cross of Lead,"The Cross of Lead (Crispin, #1)"
6973,76667,76667,1030359,18,345322215,9.78035E+12,Piers Anthony,1986,Wielding a Red Sword,"Wielding a Red Sword (Incarnations of Immortality, #4)"
6974,18461986,18461986,26116275,29,,,Kylie Scott,2015,Deep,"Deep (Stage Dive, #4)"
6975,79006,79006,2452308,53,312933533,9.78031E+12,Jeffrey Archer,1993,Honour Among Thieves,Honor Among Thieves
6976,7657484,7657484,10234999,25,1401224687,9.7814E+12,"J. Michael Straczynski, Shane Davis, Sandra Hope, Barbara Ciardo, Rob Leigh",2010,"Superman: Earth One, Volume 1","Superman: Earth One, Volume 1"
6977,11106458,11106458,16028692,3,1442440430,9.78144E+12,Cassandra Clare,2011,The Mortal Instrument Series: City of Bones / City of Ashes / City of Glass / City of Fallen Angels,The Mortal Instruments (The Mortal Instruments #1-4)
6978,609035,609035,3016652,239,800786645,9.7808E+12,"John Foxe, W. Grinton Berry",1563,Foxe's Book of Martyrs,Foxe's Book of Martyrs
6979,60223,60223,58587,28,60009241,9.78006E+12,Rachel Gibson,2003,See Jane Score,"See Jane Score (Chinooks Hockey Team, #2)"
6980,17174,17174,2506,17,312421850,9.78031E+12,Michael Dorris,1987,A Yellow Raft in Blue Water: A Novel,A Yellow Raft in Blue Water
6981,6294549,6294549,6478937,21,756405718,9.78076E+12,Seanan McGuire,2009,Rosemary and Rue,"Rosemary and Rue (October Daye, #1)"
6982,64401,64401,1417626,29,441013465,9.78044E+12,Robert Lynn Asprin,1978,Another Fine Myth,"Another Fine Myth (Myth Adventures, #1)"
6983,9279734,15732569,14161759,15,,,Elizabeth Reyes,2010,Forever Mine ,"Forever Mine (The Moreno Brothers, #1)"
6984,6617185,6617185,6811292,38,1568584253,9.78157E+12,"Simon Kuper, Stefan Szymanski",2009,"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport","Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport"
6985,4499214,4499214,4548192,36,340893613,9.78034E+12,Catherine Fisher,2000,Sapphique,"Sapphique (Incarceron, #2)"
6986,127451,127451,2052615,14,553567152,9.78055E+12,Lurlene McDaniel,1995,"Don't Die, My Love","Don't Die, My Love"
6987,40482,40482,1238407,65,067155302X,9.78067E+12,Tess Gerritsen,1996,Harvest ,Harvest
6988,1587362,1587362,1580303,13,764524836,9.78076E+12,Mark Bittman,2007,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food
6989,20801166,20801166,40145315,22,1250061776,9.78125E+12,Sandy   Hall,2014,A Little Something Different,A Little Something Different
6990,17349222,17349222,18373204,18,62236679,9.78006E+12,Ann Patchett,2011,This Is the Story of a Happy Marriage,This is the Story of a Happy Marriage
6991,7278837,7278837,9914053,6,1615579184,9.78162E+12,Jeff Kinney,2009,,Diary of a Wimpy Kid: #1-4
6992,7853137,7853137,10980742,80,307588920,9.78031E+12,John Verdon,2010,Think of a Number,"Think of a Number (Dave Gurney, #1)"
6993,22151696,22151696,41496977,6,1449461077,9.78145E+12,Lang Leav,2014,,Lullabies
6994,114203,114203,1461362,69,515137111,9.78052E+12,Nora Roberts,2003,Birthright,Birthright
6995,434535,434535,2243662,11,1590382234,9.78159E+12,James L. Ferrell,2004,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes
6996,64895,64895,62987,43,99268701,9.7801E+12,Mark Kurlansky,1988,Cod: A Biography of the Fish that Changed the World,Cod: A Biography of the Fish that Changed the World
6997,8167094,8167094,13013056,38,307265633,9.78031E+12,Brian Greene,2011,The Hidden Reality: Parallel Universes and the Search for the Deep Laws of the Cosmos,The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos
6998,38723,17573685,809732,68,393322572,9.78039E+12,"Betty Friedan, Anna Quindlen",1963,The Feminine Mystique,The Feminine Mystique
6999,48862,48862,2468586,96,99478471,9.7801E+12,"Graham Greene, J.M. Coetzee",1938,Brighton Rock,Brighton Rock
7000,12415695,12415695,15632745,2,,9.78995E+12,عبدالله المغلوث,2011,كخه يا بابا,كخه يا بابا
7001,6452760,6452760,6642965,34,670021156,9.78067E+12,"Greg Mortenson, Khaled Hosseini",2009,"Stones into Schools: Promoting Peace with Books, Not Bombs, in Afghanistan and Pakistan","Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan"
7002,3009435,3009435,3039966,67,307264238,9.78031E+12,Toni Morrison,2008,A Mercy,A Mercy
7003,825,825,934262,30,553573861,9.78055E+12,Neal Stephenson,1988,Zodiac,Zodiac
7004,23675858,23675858,43283626,22,,,A.G. Riddle,2014,Departure,Departure
7005,9799572,9799572,14689744,6,1453720693,9.78145E+12,Kristen Ashley,2010,,"Rock Chick Redemption (Rock Chick, #3)"
7006,16335,16335,1748,212,1579126952,9.78158E+12,Agatha Christie,1928,The Mystery of the Blue Train,"The Mystery of the Blue Train (Hercule Poirot, #6)"
7007,10808006,10808006,15721497,45,316097403,9.78032E+12,"James Patterson, Maxine Paetro",2011,Private:  #1 Suspect,"Private #1 Suspect (Private, #2)"
7008,14295,14295,4225,25,747553866,9.78075E+12,George Saunders,2000,Pastoralia,Pastoralia
7009,13523061,13523061,19083750,24,446575062,9.78045E+12,Meg Jay,2012,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now
7010,1085771,1085771,1072542,25,1582408289,9.78158E+12,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007,The Walking Dead V 7,"The Walking Dead, Vol. 07: The Calm Before"
7011,291364,291364,561807,21,1844285073,9.78184E+12,H.A. Rey,1952,Curious George Rides a Bike,Curious George Rides a Bike
7012,175319,175319,3255858,22,671655973,9.78067E+12,Robert A. Heinlein,1958,Methuselah's Children,Methuselah's Children
7013,12663646,12663646,17778132,13,62124366,9.78006E+12,Lauren Oliver,2011,Hana,"Hana (Delirium, #1.5)"
7014,102955,102955,99258,11,1563896176,9.78156E+12,"Garth Ennis, Steve Dillon, John McCrea",2000,"Preacher, Volume 8: All Hell's a-Coming","Preacher, Volume 8: All Hell's a-Coming"
7015,6356190,6356190,3252850,7,1880418738,9.78188E+12,"Stephen King, Michael Whelan",2008,The Little Sisters of Eluria,"The Little Sisters of Eluria (The Dark Tower, #0.5)"
7016,773480,773480,160884,11,067988632X,9.78068E+12,"Stan Berenstain, Jan Berenstain",1968,"Inside, Outside, Upside Down","Inside, Outside, Upside Down (Berenstain Bears Bright and Early Board Book)"
7017,6574542,6574542,6767675,38,399156135,9.7804E+12,Robert Crais,2010,The First Rule,"The First Rule (Elvis Cole, #13; Joe Pike, #2)"
7018,483445,483445,471792,42,042519891X,9.78043E+12,David Colbert,2001,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts","The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts"
7019,825377,825377,2919579,23,763619612,9.78076E+12,Peter H. Reynolds,2003,The Dot,The Dot
7020,6407514,6407514,6158856,12,1599901676,9.7816E+12,Shannon Hale,2009,Forest Born,"Forest Born (The Books of Bayern, #4)"
7021,34605,34605,3059336,43,425188930,9.78043E+12,Clive Barker,1985,The Damnation Game,The Damnation Game
7022,78728,78728,3424606,85,60002107,9.78006E+12,"Milan Kundera, Linda Asher",2000,L'ignorance,Ignorance
7023,381489,381489,2764,25,1416918736,9.78142E+12,Kate Brian,2006,Private,"Private (Private, #1)"
7024,2678349,2678349,2703638,31,,,محمد عبد الرحمن العريفي,2006,استمتع بحياتك,استمتع بحياتك
7025,26506,26506,1008958,52,385340222,9.78039E+12,Danielle Steel,2007,Sisters,Sisters
7026,337116,337116,1806578,57,055329461X,9.78055E+12,"William Gibson, Bruce Sterling",1990,The Difference Engine,The Difference Engine 
7027,102954,102954,99257,13,1563895196,9.78156E+12,"Garth Ennis, Steve Dillon",1999,Preacher: Salvation,"Preacher, Volume 7: Salvation"
7028,13425570,13425570,18907551,32,62102427,9.78006E+12,"Clayton M. Christensen, James Allworth, Karen Dillon",2012,How Will You Measure Your Life?,How Will You Measure Your Life?
7029,11233988,11233988,16160067,27,763655988,9.78076E+12,Jon Klassen,2011,I Want My Hat Back,I Want My Hat Back
7030,239109,239109,1265950,24,786932287,9.78079E+12,R.A. Salvatore,2003,The Lone Drow,"The Lone Drow (Forgotten Realms: Hunter's Blades, #2; Legend of Drizzt, #15)"
7031,2983489,2983489,3013896,15,670031607,9.78067E+12,Denis Leary,2008,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid","Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid"
7032,61672,61672,1708708,171,2266127748,9.78227E+12,Françoise Sagan,1954,Bonjour tristesse,Bonjour tristesse
7033,25671861,25671861,45495901,25,1466867507,9.78147E+12,Jeffrey Archer,2016,Cometh the Hour,"Cometh the Hour (The Clifton Chronicles, #6)"
7034,11469379,11469379,16403657,37,1402792808,9.7814E+12,Corban Addison,2011,A Walk Across the Sun,A Walk Across the Sun
7035,1126719,1126719,2020929,30,575099127,9.78058E+12,Alastair Reynolds,2008,House of Suns,House of Suns
7036,18813530,18813530,25548248,11,,,Bella Forrest,2013,,"A Shadow of Light (A Shade of Vampire, #4)"
7037,391724,391724,15570126,158,1594561753,9.78159E+12,Edgar Allan Poe,1843,The Black Cat,The Black Cat
7038,102327,102327,604650,15,886773687,9.78089E+12,John Steakley,1984,Armor,Armor
7039,19312,19312,2056484,92,1930900244,9.78193E+12,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan",1973,Bröderna Lejonhjärta,The Brothers Lionheart
7040,15793165,15793165,21515129,14,1250010071,9.78125E+12,Lisa Scottoline,2013,,Don't Go
7041,268598,268598,260380,57,749934182,9.78075E+12,"J.D. Robb, Susan Ericksen",1999,Loyalty in Death,"Loyalty in Death (In Death, #9)"
7042,262229,262229,1300476,51,739429337,9.78074E+12,Sue Grafton,2002,"""Q"" is for Quarry","Q is for Quarry (Kinsey Millhone, #17)"
7043,17524166,17524166,24434349,41,,,"Alaa Al Aswany, علاء الأسواني",2013,,نادي السيارات
7044,1373381,1373381,1363261,45,340830107,9.78034E+12,Jojo Moyes,2005,The Ship of Brides,The Ship of Brides
7045,462684,462684,1951159,50,440867576,9.78044E+12,"Jacqueline Wilson, Nick Sharratt",1991,The Story of Tracy Beaker,The Story of Tracy Beaker
7046,543103,543103,908023,28,042520040X,9.78043E+12,Evan Wright,2004,Generation Kill,"Generation Kill: Devil Dogs, Iceman, Captain America, and the New Face of American War"
7047,32453,32453,1049922,62,747236380,9.78075E+12,"Leigh Nichols, Dean Koontz",1984,Twilight,The Servants of Twilight
7048,2033217,2033217,2037923,66,399155015,9.7804E+12,Daniel Silva,2008,Moscow Rules,"Moscow Rules (Gabriel Allon, #8)"
7049,25733983,25733983,45572105,27,1101874937,9.7811E+12,Hope Jahren,2016,Lab Girl,Lab Girl
7050,2157243,2157243,909084,48,61240885,9.78006E+12,Derek Landy,2008,Playing with Fire,"Playing with Fire (Skulduggery Pleasant, #2)"
7051,18138755,18138755,25482099,22,,,Laurelin Paige,2014,,"Forever with You (Fixed, #3)"
7052,130916,130916,126092,38,60598328,9.78006E+12,Patricia Gaffney,1999,The Saving Graces,The Saving Graces
7053,272607,272607,14597555,63,440222680,9.78044E+12,Harlan Coben,1996,Fade Away,Fade Away (Myron Bolitar #3)
7054,8948,8948,3214288,43,316156299,9.78032E+12,Darren Shan,2002,"Sons of Destiny (Cirque Du Freak, Book 12)","Sons of Destiny (Cirque Du Freak, #12)"
7055,84927,84927,1265060,25,60935499,9.78006E+12,Peter Shaffer,1979,Amadeus,Amadeus
7056,62485,62485,64669,17,078691811X,9.78079E+12,R.A. Salvatore,2000,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3)","The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)"
7057,12753231,12753231,17894351,30,312569033,9.78031E+12,Emmy Laybourne,2012,Monument 14,"Monument 14 (Monument 14, #1)"
7058,251964,251964,766654,18,60727217,9.78006E+12,Jude Deveraux,1980,The Black Lyon,"The Black Lyon (Montgomery/Taggert, #1)"
7059,12542,12542,1057710,16,1594489424,9.78159E+12,Anne Lamott,2007,Grace [Eventually]: Thoughts on Faith,Grace (Eventually): Thoughts on Faith
7060,335459,335459,325931,3,307354164,9.78031E+12,Martha Stewart,2007,Everyday Food: Great Food Fast,Everyday Food: Great Food Fast
7061,17831617,17831617,24948174,20,,,Christina Lauren,2013,Beautiful Bombshell,"Beautiful Bombshell (Beautiful Bastard, #2.5)"
7062,12743472,12743472,17882885,27,1408319462,9.78141E+12,Teri Terry,2012,Slated,"Slated (Slated, #1)"
7063,1398034,1398034,1881100,41,9799731232,9.7898E+12,Pramoedya Ananta Toer,1975,Bumi Manusia,Bumi Manusia
7064,108385,108385,3019372,37,843958448,9.78084E+12,Christine Feehan,2000,Dark Gold (Dark #3),"Dark Gold (Dark, #3)"
7065,5957702,5957702,6130410,54,743294394,9.78074E+12,Kathy Reichs,2009,206 Bones,"206 Bones (Temperance Brennan, #12)"
7066,6076387,6076387,6252965,38,375409289,9.78038E+12,Lorrie Moore,2009,A Gate at the Stairs,A Gate at the Stairs
7067,8593026,25070022,111166,9,,,Rebecca Forster,2004,Hostile Witness,"Hostile Witness (Witness Series, #1)"
7068,929782,929782,1702482,398,140187723,9.78014E+12,"Jack London, Andrew Sinclair",1909,Martin Eden,Martin Eden
7069,68455,68455,66349,63,8370541240,9.78837E+12,Andrzej Sapkowski,1997,Wieża Jaskółki,"Wieża Jaskółki (Saga o Wiedźminie, #6)"
7070,1632833,1632833,2795082,55,385339526,9.78039E+12,Conn Iggulden,2008,"Lords of the Bow (Conqueror, #2)","Genghis: Lords of the Bow (Conqueror, #2)"
7071,27810589,27810589,45688257,11,,,Kevin Wignall,2016,,A Death in Sweden
7072,13227319,13227319,18841564,15,1401235638,9.7814E+12,"Brian Azzarello, Cliff Chiang, Tony Akins, Dan Green, Matthew Wilson, Jared K. Fletcher",2012,"Wonder Woman, Volume 1: Blood","Wonder Woman, Volume 1: Blood"
7073,20348781,20348781,28402852,19,,9.78069E+12,Brittainy C. Cherry,2014,Loving Mr. Daniels,Loving Mr. Daniels
7074,13020,13020,3335240,401,1904271359,9.7819E+12,"William Shakespeare, David Scott Kastan",1597,The History of Henry the Fourth,"King Henry IV, Part 1 (Wars of the Roses, #2)"
7075,159061,159061,153526,8,316236535,9.78032E+12,Ed Emberley,1992,"Go Away, Big Green Monster!","Go Away, Big Green Monster!"
7076,6606855,6606855,6800778,15,1427817413,9.78143E+12,"Jinsei Kataoka, Kazuma Kondou",2007,デッドマン・ワンダーランド 1,"Deadman Wonderland, Volume 1 (Deadman Wonderland, #1)"
7077,15096257,15096257,20751151,13,1612184650,9.78161E+12,Linda Lafferty,2012,The Bloodletter's Daughter: A Novel of Old Bohemia,The Bloodletter's Daughter: A Novel of Old Bohemia
7078,243308,243308,235723,6,822210789,9.78082E+12,Robert Harling,1988,,Steel Magnolias (DPS Acting Edition)
7079,11666,11666,2580165,47,449911942,9.78045E+12,John Updike,1990,Rabbit at Rest,Rabbit at Rest (Rabbit Angstrom #4)
7080,32426,32426,3375850,53,553582909,9.78055E+12,"David Axton, Dean Koontz",1976,Prison of Ice ,Icebound
7081,519933,519933,1003876,48,688163653,9.78069E+12,Diana Wynne Jones,1988,The Lives of Christopher Chant,"The Lives of Christopher Chant (Chrestomanci, #2)"
7082,382450,382450,2564105,63,553383051,9.78055E+12,George R.R. Martin,1982,Fevre Dream,Fevre Dream
7083,819667,819667,1215900,14,803725507,9.7808E+12,"Caralyn Buehner, Mark Buehner",2002,Snowmen at Night,Snowmen at Night
7084,25802884,25802884,45656922,6,,,Alessandra Torre,2015,Hollywood Dirt,"Hollywood Dirt (Hollywood Dirt, #1)"
7085,15769463,23016364,21476322,14,1478314605,9.78148E+12,Tara Sivec,2012,Futures and Frosting,"Futures and Frosting (Chocolate Lovers, #2)"
7086,99955,99955,23681298,16,451528891,9.78045E+12,"Thomas Paine, Sidney Hook, Jack Fruchtman Jr.",1776,,"Common Sense, The Rights of Man and Other Essential Writings"
7087,18054175,22328544,25337922,47,006228553X,9.78006E+12,Matthew Quick,2014,The Good Luck of Right Now,The Good Luck of Right Now
7088,1605034,1605034,1598345,45,375424482,9.78038E+12,Alexander McCall Smith,2008,The Miracle at Speedy Motors ,"The Miracle at Speedy Motors (No.1 Ladies' Detective Agency, #9)"
7089,3759,3759,983949,131,142002046,9.78014E+12,Ian Fleming,1959,Goldfinger,"Goldfinger (James Bond, #7)"
7090,371456,371456,89633,181,3746611091,9.78375E+12,Émile Zola,1880,Nana,"Nana (Les Rougon-Macquart, #9)"
7091,12988089,12988089,17498555,15,1442454148,9.78144E+12,Richard Paul Evans,2012,Rise of the Elgen,"Rise of the Elgen (Michael Vey, #2)"
7092,103035,103035,530471,45,743417321,9.78074E+12,Clive Barker,1988,Cabal,Cabal
7093,347143,347143,2299471,32,307356361,9.78031E+12,Tom Perrotta,2007,The Abstinence Teacher,The Abstinence Teacher
7094,30314465,29467945,49744435,29,,,David Baldacci,2016,No Man's Land,"No Man's Land (John Puller, #4)"
7095,144127,144127,139049,32,812541626,9.78081E+12,David Farland,1998,The Sum of All Men,The Runelords (Runelords #1)
7096,17329041,17329041,21999016,30,241963745,9.78024E+12,Suzanne Rindell,2013,The Other Typist,The Other Typist
7097,22428828,22428828,41849150,15,,,"Cassandra Clare, Sarah Rees Brennan",2015,,"Welcome to Shadowhunter Academy (Tales from the Shadowhunter Academy, #1)"
7098,35125,35125,35062,45,2290011150,9.78229E+12,Alan Dean Foster,1979,Alien,Alien
7099,8805443,8805443,13088275,40,399157077,9.7804E+12,Robert Crais,2011,The Sentry,"The Sentry (Elvis Cole, #14; Joe Pike, #3)"
7100,13111733,18338465,18285292,14,1456527738,9.78146E+12,J.M. Darhower,2014,Sempre,"Sempre (Sempre, #1)"
7101,17333171,17333171,24064353,16,042527067X,9.78043E+12,Ilona Andrews,2015,Magic Shifts,"Magic Shifts (Kate Daniels, #8)"
7102,961833,961833,1916770,36,553573764,9.78055E+12,Susanna Kearsley,1994,Mariana,Mariana
7103,6678,6678,1413831,68,141311428,9.78014E+12,"Roald Dahl, Quentin Blake",1986,Going Solo,Going Solo
7104,517344,517344,505277,34,786838825,9.78079E+12,"Sara Pennypacker, Marla Frazee",2006,"Clementine (Clementine, #1)","Clementine (Clementine, #1)"
7105,8752885,8752885,13626110,23,1841498874,9.78184E+12,Daniel Abraham,2011,The Dragon's Path,"The Dragon's Path (The Dagger and the Coin, #1)"
7106,402128,402128,372536,89,151686564,9.78015E+12,"T.S. Eliot, Edward Gorey",1939,Old Possum's Book of Practical Cats,Old Possum's Book of Practical Cats
7107,25106926,25106926,44759727,28,1471132978,9.78147E+12,Philippa Gregory,2015,The Taming of the Queen,"The Taming of the Queen (The Plantagenet and Tudor Novels, #11)"
7108,18815695,18815695,19263822,8,,,Cassie Dandridge Selleck,2012,,The Pecan Man
7109,39792,39792,1323052,92,1565849930,9.78157E+12,"Henning Mankell, Laurie Thompson",1994,Mannen som log,"The Man Who Smiled (Kurt Wallander, #4)"
7110,16012,16012,17803,11,1931514607,9.78193E+12,Ai Yazawa,2000,Paradise Kiss 1,"Paradise Kiss, Vol. 1 (Paradise Kiss, #1)"
7111,4485966,4485966,4642546,33,1591842247,9.78159E+12,Geoff Colvin,2008,Talent Is Overrated: What Really Separates World-Class Performers from Everybody Else,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else
7112,3122173,3122173,3153516,20,312947062,9.78031E+12,Sherrilyn Kenyon,2008,One Silent Night,One Silent Night (Dark-Hunter #15)
7113,61906,61906,2792,45,743468406,9.78074E+12,Lois McMaster Bujold,1986,The Warrior's Apprentice,"The Warrior's Apprentice (Vorkosigan Saga, #2)"
7114,2501453,2501453,2508818,3,,9.78995E+12,"أحلام مستغانمي, Ahlam Mosteghanemi",2003,عابر سرير,عابر سرير
7115,62103,62103,60356,6,805017224,9.78081E+12,"George C. Perry, Clive Barda, Jane Rice, Andrew Lloyd Webber",1987,The Complete Phantom of the Opera,The Complete Phantom of the Opera
7116,295834,295834,581426,30,810993236,9.78081E+12,"Michael Buckley, Peter Ferguson",2005,The Unusual Suspects,"The Unusual Suspects (The Sisters Grimm, #2)"
7117,174845,174845,168889,42,60608528,9.78006E+12,Dietrich Bonhoeffer,1939,Gemeinsames Leben,Life Together: The Classic Exploration of Christian Community
7118,228992,228992,3082278,33,345418484,9.78035E+12,Stephen R. Donaldson,1983,The White Gold Wielder,"White Gold Wielder (The Second Chronicles of Thomas Covenant, #3)"
7119,203288,203288,2522719,35,345334310,9.78035E+12,Anne McCaffrey,1969,The Ship Who Sang,"The Ship Who Sang (Brainship, #1)"
7120,23168817,23168817,42713958,28,076537708X,9.78077E+12,"Liu Cixin, Joel Martinsen",2008,黑暗森林,"The Dark Forest (Remembrance of Earth’s Past, #2)"
7121,11806716,11806716,13465100,25,1841499005,9.78184E+12,Mira Grant,2012,Blackout,"Blackout (Newsflesh Trilogy, #3)"
7122,9489502,9489502,14374946,48,1455500135,9.78146E+12,"Douglas Preston, Lincoln Child",2011,Cold Vengance,"Cold Vengeance (Pendergast, #11)"
7123,32443,32443,2200679,52,425153975,9.78043E+12,"Leigh Nichols, Dean Koontz",1981,The Eyes of Darkness,The Eyes of Darkness
7124,47957,47957,2510727,22,451456726,9.78045E+12,Anne Bishop,1999,Heir to the Shadows,"Heir to the Shadows (The Black Jewels, #2)"
7125,18134894,18134894,25474810,6,1492103748,9.78149E+12,Pepper Winters,2013,,"Tears of Tess (Monsters in the Dark, #1)"
7126,84844,84844,4648325,45,752815393,9.78075E+12,Tami Hoag,1996,Guilty as Sin (Deer Lake #2),"Guilty as Sin  (Deer Lake, #2)"
7127,153007,153007,39896,19,044661002X,9.78045E+12,Jacqueline Carey,2006,Kushiel's Scion,"Kushiel's Scion (Imriel's Trilogy, #1)"
7128,89185,89185,2926628,36,441010644,9.78044E+12,Alastair Reynolds,2001,Chasm City,Chasm City
7129,6791212,6791212,6995232,38,230744273,9.78023E+12,Martin Sixsmith,2009,"The Lost Child of Philomena Lee: A Mother, Her Son And A Fifty Year Search","The Lost Child of Philomena Lee: A Mother, Her Son and a 50 Year Search"
7130,438024,438024,379247,27,545010306,9.78055E+12,Jim Benton,2004,Let's Pretend This Never Happened (Dear Dumb Diary #1),Let's Pretend This Never Happened (Dear Dumb Diary #1)
7131,1432370,1432370,1422905,34,786868910,9.78079E+12,Liz Murray,2010,"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard","Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard"
7132,8315872,8315872,13165093,36,399157034,9.7804E+12,"J.D. Robb, Nora Roberts",2011,Treachery in Death,"Treachery in Death (In Death, #32)"
7133,17797253,17797253,24969951,22,345516532,9.78035E+12,Nancy Horan,2014,Under the Wide and Starry Sky,Under the Wide and Starry Sky
7134,13070346,13070346,18236513,10,,,Quinn Loftis,2011,Blood Rites ,"Blood Rites (The Grey Wolves, #2)"
7135,11908,11908,2453177,75,143039571,9.78014E+12,"Saul Bellow, Christopher Hitchens",1953,The Adventures of Augie March,The Adventures of Augie March
7136,18221931,18221931,25655088,7,,,Tijan,2013,Carter Reed,"Carter Reed (Carter Reed, #1)"
7137,47345,47345,813560,58,743225082,9.78074E+12,Tony Parsons,1999,Man and Boy,"Man and Boy (Harry Silver, #1)"
7138,10115,10115,12852,30,330353829,9.78033E+12,Margaret George,1997,The Memoirs of Cleopatra,The Memoirs of Cleopatra
7139,10503124,10503124,15408919,48,345505514,9.78035E+12,Steve Berry,2011,The Jefferson Key,"The Jefferson Key (Cotton Malone, #7)"
7140,18339630,18339630,25892986,26,345808002,9.78035E+12,Miriam Toews,2014,All My Puny Sorrows,All My Puny Sorrows
7141,18339743,18339743,25893105,4,804138567,9.7808E+12,Miranda Beverly-Whittemore,2014,Bittersweet,Bittersweet
7142,513367,513367,96418,34,553341030,9.78055E+12,John Gribbin,1984,In Search of Schrödinger's Cat : Quantum Physics And Reality,In Search of Schrödinger's Cat: Quantum Physics and Reality
7143,62571,62571,3354329,37,765357054,9.78077E+12,F. Paul Wilson,1981,The Keep ,"The Keep (Adversary Cycle, #1)"
7144,9798177,9798177,14688339,52,316101877,9.78032E+12,"James Patterson, Chris Tebbetts, Laura Park",2011,,"Middle School: The Worst Years of My Life (Midde School, #1)"
7145,60929,60929,1008111,24,446603775,9.78045E+12,Octavia E. Butler,1987,Dawn,"Dawn (Xenogenesis, #1)"
7146,164323,164323,2888612,48,553383663,9.78055E+12,David A. Vise,2006,"The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time","The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time"
7147,3344411,3344411,1481990,86,1933633638,9.78193E+12,"Hans Fallada, Michael Hofmann, Geoff Wilkes",1947,Jeder stirbt für sich allein,Every Man Dies Alone
7148,24934065,24934065,44589645,33,698410424,9.7807E+12,Alwyn Hamilton,2016,Rebel of the Sands,"Rebel of the Sands (Rebel of the Sands, #1)"
7149,21618,21618,94590,34,441005667,9.78044E+12,Joe Haldeman,1997,Forever Peace ,"Forever Peace (The Forever War, #2)"
